"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|CZ","Actual Total Load [MW] - BZN|CZ"
"19.06.2022 09:00 - 19.06.2022 10:00","6338","6256"
"19.06.2022 10:00 - 19.06.2022 11:00","6652","6587"
"19.06.2022 11:00 - 19.06.2022 12:00","6860","6790"
"19.06.2022 12:00 - 19.06.2022 13:00","6722","6633"
"19.06.2022 13:00 - 19.06.2022 14:00","6634","6587"
"19.06.2022 14:00 - 19.06.2022 15:00","6518","6457"
"19.06.2022 15:00 - 19.06.2022 16:00","6488","6439"
"19.06.2022 16:00 - 19.06.2022 17:00","6460","6430"
"19.06.2022 17:00 - 19.06.2022 18:00","6314","6293"
"19.06.2022 18:00 - 19.06.2022 19:00","6346","6340"
"19.06.2022 19:00 - 19.06.2022 20:00","6382","6450"
"19.06.2022 20:00 - 19.06.2022 21:00","6324","6398"
"19.06.2022 21:00 - 19.06.2022 22:00","6376","6439"
"19.06.2022 22:00 - 19.06.2022 23:00","6343","6478"
"19.06.2022 23:00 - 20.06.2022 00:00","6012","6088"
"20.06.2022 00:00 - 20.06.2022 01:00","5879","5822"
"20.06.2022 01:00 - 20.06.2022 02:00","5825","5780"
"20.06.2022 02:00 - 20.06.2022 03:00","5658","5612"
"20.06.2022 03:00 - 20.06.2022 04:00","5577","5532"
"20.06.2022 04:00 - 20.06.2022 05:00","5579","5529"
"20.06.2022 05:00 - 20.06.2022 06:00","5916","5836"
"20.06.2022 06:00 - 20.06.2022 07:00","6972","6918"
"20.06.2022 07:00 - 20.06.2022 08:00","7624","7543"
"20.06.2022 08:00 - 20.06.2022 09:00","7976","7885"
"20.06.2022 09:00 - 20.06.2022 10:00","8227","8162"
"20.06.2022 10:00 - 20.06.2022 11:00","8253","8164"
"20.06.2022 11:00 - 20.06.2022 12:00","8440","8319"
"20.06.2022 12:00 - 20.06.2022 13:00","8534","8436"
"20.06.2022 13:00 - 20.06.2022 14:00","8427","8307"
"20.06.2022 14:00 - 20.06.2022 15:00","8248","8153"
"20.06.2022 15:00 - 20.06.2022 16:00","8199","8014"
"20.06.2022 16:00 - 20.06.2022 17:00","8083","7865"
"20.06.2022 17:00 - 20.06.2022 18:00","7923","7726"
"20.06.2022 18:00 - 20.06.2022 19:00","7663","7535"
"20.06.2022 19:00 - 20.06.2022 20:00","7562","7438"
"20.06.2022 20:00 - 20.06.2022 21:00","7312","7193"
"20.06.2022 21:00 - 20.06.2022 22:00","7144","6943"
"20.06.2022 22:00 - 20.06.2022 23:00","6803","6658"
"20.06.2022 23:00 - 21.06.2022 00:00","6357","6237"
"21.06.2022 00:00 - 21.06.2022 01:00","5967","5900"
"21.06.2022 01:00 - 21.06.2022 02:00","5826","5850"
"21.06.2022 02:00 - 21.06.2022 03:00","5689","5693"
"21.06.2022 03:00 - 21.06.2022 04:00","5598","5643"
"21.06.2022 04:00 - 21.06.2022 05:00","5603","5666"
"21.06.2022 05:00 - 21.06.2022 06:00","5908","5922"
"21.06.2022 06:00 - 21.06.2022 07:00","6928","6935"
"21.06.2022 07:00 - 21.06.2022 08:00","7459","7504"
"21.06.2022 08:00 - 21.06.2022 09:00","7748","7745"
"21.06.2022 09:00 - 21.06.2022 10:00","7928","7932"
"21.06.2022 10:00 - 21.06.2022 11:00","7886","7893"
"21.06.2022 11:00 - 21.06.2022 12:00","7982","7979"
"21.06.2022 12:00 - 21.06.2022 13:00","8037","7995"
"21.06.2022 13:00 - 21.06.2022 14:00","7922","7934"
"21.06.2022 14:00 - 21.06.2022 15:00","7737","7816"
"21.06.2022 15:00 - 21.06.2022 16:00","7659","7733"
"21.06.2022 16:00 - 21.06.2022 17:00","7585","7601"
"21.06.2022 17:00 - 21.06.2022 18:00","7470","7514"
"21.06.2022 18:00 - 21.06.2022 19:00","7302","7369"
"21.06.2022 19:00 - 21.06.2022 20:00","7238","7297"
"21.06.2022 20:00 - 21.06.2022 21:00","7058","7077"
"21.06.2022 21:00 - 21.06.2022 22:00","6952","6946"
"21.06.2022 22:00 - 21.06.2022 23:00","6651","6696"
"21.06.2022 23:00 - 22.06.2022 00:00","6230","6313"
"22.06.2022 00:00 - 22.06.2022 01:00","5878","5964"
"22.06.2022 01:00 - 22.06.2022 02:00","5825","5867"
"22.06.2022 02:00 - 22.06.2022 03:00","5683","5717"
"22.06.2022 03:00 - 22.06.2022 04:00","5607","5637"
"22.06.2022 04:00 - 22.06.2022 05:00","5643","5650"
"22.06.2022 05:00 - 22.06.2022 06:00","5921","5956"
"22.06.2022 06:00 - 22.06.2022 07:00","6918","6976"
"22.06.2022 07:00 - 22.06.2022 08:00","7463","7527"
"22.06.2022 08:00 - 22.06.2022 09:00","7743","7804"
"22.06.2022 09:00 - 22.06.2022 10:00","7936","7957"
"22.06.2022 10:00 - 22.06.2022 11:00","7923","7956"
"22.06.2022 11:00 - 22.06.2022 12:00","8053","8104"
"22.06.2022 12:00 - 22.06.2022 13:00","8129","8197"
"22.06.2022 13:00 - 22.06.2022 14:00","8042","8134"
"22.06.2022 14:00 - 22.06.2022 15:00","7878","8027"
"22.06.2022 15:00 - 22.06.2022 16:00","7841","7953"
"22.06.2022 16:00 - 22.06.2022 17:00","7764","7831"
"22.06.2022 17:00 - 22.06.2022 18:00","7627","7637"
"22.06.2022 18:00 - 22.06.2022 19:00","7402","7471"
"22.06.2022 19:00 - 22.06.2022 20:00","7325","7424"
"22.06.2022 20:00 - 22.06.2022 21:00","7151","7172"
"22.06.2022 21:00 - 22.06.2022 22:00","7001","7027"
"22.06.2022 22:00 - 22.06.2022 23:00","6706","6805"
"22.06.2022 23:00 - 23.06.2022 00:00","6287","6357"
"23.06.2022 00:00 - 23.06.2022 01:00","5985","6046"
"23.06.2022 01:00 - 23.06.2022 02:00","5897","5979"
"23.06.2022 02:00 - 23.06.2022 03:00","5745","5798"
"23.06.2022 03:00 - 23.06.2022 04:00","5639","5721"
"23.06.2022 04:00 - 23.06.2022 05:00","5665","5743"
"23.06.2022 05:00 - 23.06.2022 06:00","5943","5992"
"23.06.2022 06:00 - 23.06.2022 07:00","6970","7015"
"23.06.2022 07:00 - 23.06.2022 08:00","7538","7620"
"23.06.2022 08:00 - 23.06.2022 09:00","7848","7911"
"23.06.2022 09:00 - 23.06.2022 10:00","8062","8177"
"23.06.2022 10:00 - 23.06.2022 11:00","8087","8138"
"23.06.2022 11:00 - 23.06.2022 12:00","8235","8258"
"23.06.2022 12:00 - 23.06.2022 13:00","8306","8314"
"23.06.2022 13:00 - 23.06.2022 14:00","8214","8209"
"23.06.2022 14:00 - 23.06.2022 15:00","8068","8085"
"23.06.2022 15:00 - 23.06.2022 16:00","8022","7989"
"23.06.2022 16:00 - 23.06.2022 17:00","7921","7860"
"23.06.2022 17:00 - 23.06.2022 18:00","7783","7719"
"23.06.2022 18:00 - 23.06.2022 19:00","7551","7495"
"23.06.2022 19:00 - 23.06.2022 20:00","7443","7434"
"23.06.2022 20:00 - 23.06.2022 21:00","7221","7194"
"23.06.2022 21:00 - 23.06.2022 22:00","7069","7054"
"23.06.2022 22:00 - 23.06.2022 23:00","6776","6856"
"23.06.2022 23:00 - 24.06.2022 00:00","6356","6397"
"24.06.2022 00:00 - 24.06.2022 01:00","5995","6047"
"24.06.2022 01:00 - 24.06.2022 02:00","5917","5964"
"24.06.2022 02:00 - 24.06.2022 03:00","5773","5815"
"24.06.2022 03:00 - 24.06.2022 04:00","5667","5686"
"24.06.2022 04:00 - 24.06.2022 05:00","5688","5660"
"24.06.2022 05:00 - 24.06.2022 06:00","5911","5916"
"24.06.2022 06:00 - 24.06.2022 07:00","6905","6903"
"24.06.2022 07:00 - 24.06.2022 08:00","7462","7487"
"24.06.2022 08:00 - 24.06.2022 09:00","7766","7776"
"24.06.2022 09:00 - 24.06.2022 10:00","7995","8021"
"24.06.2022 10:00 - 24.06.2022 11:00","8045","8034"
"24.06.2022 11:00 - 24.06.2022 12:00","8173","8143"
"24.06.2022 12:00 - 24.06.2022 13:00","8199","8142"
"24.06.2022 13:00 - 24.06.2022 14:00","8073","8002"
"24.06.2022 14:00 - 24.06.2022 15:00","7896","7830"
"24.06.2022 15:00 - 24.06.2022 16:00","7837","7776"
"24.06.2022 16:00 - 24.06.2022 17:00","7720","7587"
"24.06.2022 17:00 - 24.06.2022 18:00","7497","7386"
"24.06.2022 18:00 - 24.06.2022 19:00","7220","7108"
"24.06.2022 19:00 - 24.06.2022 20:00","7113","6936"
"24.06.2022 20:00 - 24.06.2022 21:00","6873","6647"
"24.06.2022 21:00 - 24.06.2022 22:00","6649","6458"
"24.06.2022 22:00 - 24.06.2022 23:00","6353","6129"
"24.06.2022 23:00 - 25.06.2022 00:00","5933","5763"
"25.06.2022 00:00 - 25.06.2022 01:00","5417","5374"
"25.06.2022 01:00 - 25.06.2022 02:00","5261","5217"
"25.06.2022 02:00 - 25.06.2022 03:00","5203","5205"
"25.06.2022 03:00 - 25.06.2022 04:00","5160","5138"
"25.06.2022 04:00 - 25.06.2022 05:00","5120","5065"
"25.06.2022 05:00 - 25.06.2022 06:00","5037","4951"
"25.06.2022 06:00 - 25.06.2022 07:00","5299","5205"
"25.06.2022 07:00 - 25.06.2022 08:00","5759","5592"
"25.06.2022 08:00 - 25.06.2022 09:00","6196","6047"
"25.06.2022 09:00 - 25.06.2022 10:00","6625","6397"
"25.06.2022 10:00 - 25.06.2022 11:00","6865","6723"
"25.06.2022 11:00 - 25.06.2022 12:00","7022","6904"
"25.06.2022 12:00 - 25.06.2022 13:00","6870","6722"
"25.06.2022 13:00 - 25.06.2022 14:00","6731","6621"
"25.06.2022 14:00 - 25.06.2022 15:00","6558","6479"
"25.06.2022 15:00 - 25.06.2022 16:00","6498","6388"
"25.06.2022 16:00 - 25.06.2022 17:00","6410","6271"
"25.06.2022 17:00 - 25.06.2022 18:00","6201","6066"
"25.06.2022 18:00 - 25.06.2022 19:00","6076","5950"
"25.06.2022 19:00 - 25.06.2022 20:00","5991","5879"
"25.06.2022 20:00 - 25.06.2022 21:00","5844","5786"
"25.06.2022 21:00 - 25.06.2022 22:00","5828","5769"
"25.06.2022 22:00 - 25.06.2022 23:00","5742","5715"
"25.06.2022 23:00 - 26.06.2022 00:00","5407","5354"
"26.06.2022 00:00 - 26.06.2022 01:00","5068","5031"
"26.06.2022 01:00 - 26.06.2022 02:00","4914","4898"
"26.06.2022 02:00 - 26.06.2022 03:00","4873","4847"
"26.06.2022 03:00 - 26.06.2022 04:00","4807","4839"
"26.06.2022 04:00 - 26.06.2022 05:00","4739","4740"
"26.06.2022 05:00 - 26.06.2022 06:00","4569","4597"
"26.06.2022 06:00 - 26.06.2022 07:00","4772","4805"
"26.06.2022 07:00 - 26.06.2022 08:00","5246","5202"
"26.06.2022 08:00 - 26.06.2022 09:00","5748","5699"
"26.06.2022 09:00 - 26.06.2022 10:00","6211","6131"
"26.06.2022 10:00 - 26.06.2022 11:00","6537","6511"
"26.06.2022 11:00 - 26.06.2022 12:00","6759","6736"
"26.06.2022 12:00 - 26.06.2022 13:00","6623","6587"
"26.06.2022 13:00 - 26.06.2022 14:00","6538","6507"
"26.06.2022 14:00 - 26.06.2022 15:00","6425","6422"
"26.06.2022 15:00 - 26.06.2022 16:00","6412","6393"
"26.06.2022 16:00 - 26.06.2022 17:00","6388","6347"
"26.06.2022 17:00 - 26.06.2022 18:00","6259","6189"
"26.06.2022 18:00 - 26.06.2022 19:00","6277","6253"
"26.06.2022 19:00 - 26.06.2022 20:00","6299","6315"
"26.06.2022 20:00 - 26.06.2022 21:00","6227","6287"
"26.06.2022 21:00 - 26.06.2022 22:00","6289","6366"
"26.06.2022 22:00 - 26.06.2022 23:00","6258","6464"
"26.06.2022 23:00 - 27.06.2022 00:00","5935","6067"
"27.06.2022 00:00 - 27.06.2022 01:00","5814","5807"
"27.06.2022 01:00 - 27.06.2022 02:00","5771","5768"
"27.06.2022 02:00 - 27.06.2022 03:00","5616","5567"
"27.06.2022 03:00 - 27.06.2022 04:00","5505","5467"
"27.06.2022 04:00 - 27.06.2022 05:00","5537","5517"
"27.06.2022 05:00 - 27.06.2022 06:00","5814","5803"
"27.06.2022 06:00 - 27.06.2022 07:00","6910","6928"
"27.06.2022 07:00 - 27.06.2022 08:00","7526","7623"
"27.06.2022 08:00 - 27.06.2022 09:00","7891","8010"
"27.06.2022 09:00 - 27.06.2022 10:00","8163","8288"
"27.06.2022 10:00 - 27.06.2022 11:00","8200","8290"
"27.06.2022 11:00 - 27.06.2022 12:00","8387","8459"
"27.06.2022 12:00 - 27.06.2022 13:00","8479","8541"
"27.06.2022 13:00 - 27.06.2022 14:00","8386","8473"
"27.06.2022 14:00 - 27.06.2022 15:00","8224","8366"
"27.06.2022 15:00 - 27.06.2022 16:00","8176","8302"
"27.06.2022 16:00 - 27.06.2022 17:00","8084","8148"
"27.06.2022 17:00 - 27.06.2022 18:00","7933","7986"
"27.06.2022 18:00 - 27.06.2022 19:00","7686","7839"
"27.06.2022 19:00 - 27.06.2022 20:00","7578","7762"
"27.06.2022 20:00 - 27.06.2022 21:00","7370","7530"
"27.06.2022 21:00 - 27.06.2022 22:00","7216","7354"
"27.06.2022 22:00 - 27.06.2022 23:00","6916","7053"
"27.06.2022 23:00 - 28.06.2022 00:00","6465","6551"
"28.06.2022 00:00 - 28.06.2022 01:00","6144","6146"
"28.06.2022 01:00 - 28.06.2022 02:00","6041","6046"
"28.06.2022 02:00 - 28.06.2022 03:00","5876","5902"
"28.06.2022 03:00 - 28.06.2022 04:00","5761","5800"
"28.06.2022 04:00 - 28.06.2022 05:00","5795","5859"
"28.06.2022 05:00 - 28.06.2022 06:00","6050","6143"
"28.06.2022 06:00 - 28.06.2022 07:00","7070","7166"
"28.06.2022 07:00 - 28.06.2022 08:00","7623","7698"
"28.06.2022 08:00 - 28.06.2022 09:00","7959","8005"
"28.06.2022 09:00 - 28.06.2022 10:00","8222","8194"
"28.06.2022 10:00 - 28.06.2022 11:00","8239","8180"
"28.06.2022 11:00 - 28.06.2022 12:00","8385","8329"
"28.06.2022 12:00 - 28.06.2022 13:00","8447","8613"
"28.06.2022 13:00 - 28.06.2022 14:00","8336","8317"
"28.06.2022 14:00 - 28.06.2022 15:00","8165","8161"
"28.06.2022 15:00 - 28.06.2022 16:00","8128","8112"
"28.06.2022 16:00 - 28.06.2022 17:00","8034","7999"
"28.06.2022 17:00 - 28.06.2022 18:00","7882","7876"
"28.06.2022 18:00 - 28.06.2022 19:00","7629","7679"
"28.06.2022 19:00 - 28.06.2022 20:00","7529","7559"
"28.06.2022 20:00 - 28.06.2022 21:00","7315","7330"
"28.06.2022 21:00 - 28.06.2022 22:00","7138","7157"
"28.06.2022 22:00 - 28.06.2022 23:00","6846","6911"
"28.06.2022 23:00 - 29.06.2022 00:00","6406","6523"
"29.06.2022 00:00 - 29.06.2022 01:00","6081","6161"
"29.06.2022 01:00 - 29.06.2022 02:00","6003","6060"
"29.06.2022 02:00 - 29.06.2022 03:00","5837","5891"
"29.06.2022 03:00 - 29.06.2022 04:00","5756","5804"
"29.06.2022 04:00 - 29.06.2022 05:00","5789","5858"
"29.06.2022 05:00 - 29.06.2022 06:00","6061","6122"
"29.06.2022 06:00 - 29.06.2022 07:00","7094","7161"
"29.06.2022 07:00 - 29.06.2022 08:00","7665","7764"
"29.06.2022 08:00 - 29.06.2022 09:00","8001","8079"
"29.06.2022 09:00 - 29.06.2022 10:00","8251","8317"
"29.06.2022 10:00 - 29.06.2022 11:00","8276","8349"
"29.06.2022 11:00 - 29.06.2022 12:00","8426","8545"
"29.06.2022 12:00 - 29.06.2022 13:00","8478","8570"
"29.06.2022 13:00 - 29.06.2022 14:00","8379","8435"
"29.06.2022 14:00 - 29.06.2022 15:00","8211","8291"
"29.06.2022 15:00 - 29.06.2022 16:00","8159","8212"
"29.06.2022 16:00 - 29.06.2022 17:00","8061","8083"
"29.06.2022 17:00 - 29.06.2022 18:00","7890","7898"
"29.06.2022 18:00 - 29.06.2022 19:00","7651","7758"
"29.06.2022 19:00 - 29.06.2022 20:00","7569","7708"
"29.06.2022 20:00 - 29.06.2022 21:00","7370","7481"
"29.06.2022 21:00 - 29.06.2022 22:00","7184","7258"
"29.06.2022 22:00 - 29.06.2022 23:00","6892","6903"
"29.06.2022 23:00 - 30.06.2022 00:00","6449","6442"
"30.06.2022 00:00 - 30.06.2022 01:00","6043","6114"
"30.06.2022 01:00 - 30.06.2022 02:00","5949","6076"
"30.06.2022 02:00 - 30.06.2022 03:00","5762","5872"
"30.06.2022 03:00 - 30.06.2022 04:00","5677","5782"
"30.06.2022 04:00 - 30.06.2022 05:00","5723","5826"
"30.06.2022 05:00 - 30.06.2022 06:00","5985","6081"
"30.06.2022 06:00 - 30.06.2022 07:00","7016","7080"
"30.06.2022 07:00 - 30.06.2022 08:00","7584","7661"
"30.06.2022 08:00 - 30.06.2022 09:00","7909","7936"
"30.06.2022 09:00 - 30.06.2022 10:00","8127","8208"
"30.06.2022 10:00 - 30.06.2022 11:00","8146","8251"
"30.06.2022 11:00 - 30.06.2022 12:00","8299","8373"
"30.06.2022 12:00 - 30.06.2022 13:00","8398","8374"
"30.06.2022 13:00 - 30.06.2022 14:00","8258","8300"
"30.06.2022 14:00 - 30.06.2022 15:00","8089","8176"
"30.06.2022 15:00 - 30.06.2022 16:00","8049","8147"
"30.06.2022 16:00 - 30.06.2022 17:00","7971","8055"
"30.06.2022 17:00 - 30.06.2022 18:00","7817","7871"
"30.06.2022 18:00 - 30.06.2022 19:00","7581","7651"
"30.06.2022 19:00 - 30.06.2022 20:00","7482","7559"
"30.06.2022 20:00 - 30.06.2022 21:00","7265","7314"
"30.06.2022 21:00 - 30.06.2022 22:00","7103","7219"
"30.06.2022 22:00 - 30.06.2022 23:00","6812","7020"
"30.06.2022 23:00 - 01.07.2022 00:00","6389","6586"
"01.07.2022 00:00 - 01.07.2022 01:00","6112","6226"
"01.07.2022 01:00 - 01.07.2022 02:00","6036","6072"
"01.07.2022 02:00 - 01.07.2022 03:00","5858","5904"
"01.07.2022 03:00 - 01.07.2022 04:00","5768","5798"
"01.07.2022 04:00 - 01.07.2022 05:00","5795","5829"
"01.07.2022 05:00 - 01.07.2022 06:00","6005","6050"
"01.07.2022 06:00 - 01.07.2022 07:00","7000","7018"
"01.07.2022 07:00 - 01.07.2022 08:00","7589","7642"
"01.07.2022 08:00 - 01.07.2022 09:00","7925","7997"
"01.07.2022 09:00 - 01.07.2022 10:00","8213","8304"
"01.07.2022 10:00 - 01.07.2022 11:00","8280","8309"
"01.07.2022 11:00 - 01.07.2022 12:00","8409","8458"
"01.07.2022 12:00 - 01.07.2022 13:00","8369","8427"
"01.07.2022 13:00 - 01.07.2022 14:00","8203","8181"
"01.07.2022 14:00 - 01.07.2022 15:00","8004","7976"
"01.07.2022 15:00 - 01.07.2022 16:00","7917","7852"
"01.07.2022 16:00 - 01.07.2022 17:00","7786","7711"
"01.07.2022 17:00 - 01.07.2022 18:00","7558","7522"
"01.07.2022 18:00 - 01.07.2022 19:00","7296","7225"
"01.07.2022 19:00 - 01.07.2022 20:00","7165","6998"
"01.07.2022 20:00 - 01.07.2022 21:00","6923","6638"
"01.07.2022 21:00 - 01.07.2022 22:00","6663","6382"
"01.07.2022 22:00 - 01.07.2022 23:00","6326","6023"
"01.07.2022 23:00 - 02.07.2022 00:00","5899","5637"
"02.07.2022 00:00 - 02.07.2022 01:00","5399","5272"
"02.07.2022 01:00 - 02.07.2022 02:00","5238","5130"
"02.07.2022 02:00 - 02.07.2022 03:00","5143","5082"
"02.07.2022 03:00 - 02.07.2022 04:00","5098","5058"
"02.07.2022 04:00 - 02.07.2022 05:00","5067","4996"
"02.07.2022 05:00 - 02.07.2022 06:00","4980","4861"
"02.07.2022 06:00 - 02.07.2022 07:00","5209","5092"
"02.07.2022 07:00 - 02.07.2022 08:00","5657","5514"
"02.07.2022 08:00 - 02.07.2022 09:00","6073","5940"
"02.07.2022 09:00 - 02.07.2022 10:00","6476","6253"
"02.07.2022 10:00 - 02.07.2022 11:00","6719","6572"
"02.07.2022 11:00 - 02.07.2022 12:00","6874","6688"
"02.07.2022 12:00 - 02.07.2022 13:00","6697","6566"
"02.07.2022 13:00 - 02.07.2022 14:00","6588","6492"
"02.07.2022 14:00 - 02.07.2022 15:00","6412","6339"
"02.07.2022 15:00 - 02.07.2022 16:00","6367","6223"
"02.07.2022 16:00 - 02.07.2022 17:00","6286","6127"
"02.07.2022 17:00 - 02.07.2022 18:00","6050","5910"
"02.07.2022 18:00 - 02.07.2022 19:00","5918","5787"
"02.07.2022 19:00 - 02.07.2022 20:00","5846","5690"
"02.07.2022 20:00 - 02.07.2022 21:00","5738","5574"
"02.07.2022 21:00 - 02.07.2022 22:00","5743","5589"
"02.07.2022 22:00 - 02.07.2022 23:00","5687","5540"
"02.07.2022 23:00 - 03.07.2022 00:00","5343","5250"
"03.07.2022 00:00 - 03.07.2022 01:00","4912","4929"
"03.07.2022 01:00 - 03.07.2022 02:00","4778","4779"
"03.07.2022 02:00 - 03.07.2022 03:00","4742","4730"
"03.07.2022 03:00 - 03.07.2022 04:00","4725","4711"
"03.07.2022 04:00 - 03.07.2022 05:00","4626","4613"
"03.07.2022 05:00 - 03.07.2022 06:00","4510","4474"
"03.07.2022 06:00 - 03.07.2022 07:00","4642","4702"
"03.07.2022 07:00 - 03.07.2022 08:00","5148","5086"
"03.07.2022 08:00 - 03.07.2022 09:00","5607","5519"
"03.07.2022 09:00 - 03.07.2022 10:00","6107","5905"
"03.07.2022 10:00 - 03.07.2022 11:00","6436","6227"
"03.07.2022 11:00 - 03.07.2022 12:00","6675","6403"
"03.07.2022 12:00 - 03.07.2022 13:00","6524","6265"
"03.07.2022 13:00 - 03.07.2022 14:00","6424","6179"
"03.07.2022 14:00 - 03.07.2022 15:00","6308","6078"
"03.07.2022 15:00 - 03.07.2022 16:00","6278","6075"
"03.07.2022 16:00 - 03.07.2022 17:00","6249","6047"
"03.07.2022 17:00 - 03.07.2022 18:00","6104","5928"
"03.07.2022 18:00 - 03.07.2022 19:00","6118","5972"
"03.07.2022 19:00 - 03.07.2022 20:00","6114","5965"
"03.07.2022 20:00 - 03.07.2022 21:00","6070","5913"
"03.07.2022 21:00 - 03.07.2022 22:00","6115","5930"
"03.07.2022 22:00 - 03.07.2022 23:00","6112","5891"
"03.07.2022 23:00 - 04.07.2022 00:00","5797","5523"
"04.07.2022 00:00 - 04.07.2022 01:00","5538","5227"
"04.07.2022 01:00 - 04.07.2022 02:00","5486","5186"
"04.07.2022 02:00 - 04.07.2022 03:00","5308","5003"
"04.07.2022 03:00 - 04.07.2022 04:00","5216","4894"
"04.07.2022 04:00 - 04.07.2022 05:00","5245","4888"
"04.07.2022 05:00 - 04.07.2022 06:00","5505","5030"
"04.07.2022 06:00 - 04.07.2022 07:00","6545","5665"
"04.07.2022 07:00 - 04.07.2022 08:00","7151","6161"
"04.07.2022 08:00 - 04.07.2022 09:00","7503","6528"
"04.07.2022 09:00 - 04.07.2022 10:00","7778","6765"
"04.07.2022 10:00 - 04.07.2022 11:00","7833","6902"
"04.07.2022 11:00 - 04.07.2022 12:00","8020","7053"
"04.07.2022 12:00 - 04.07.2022 13:00","8100","7057"
"04.07.2022 13:00 - 04.07.2022 14:00","7999","7009"
"04.07.2022 14:00 - 04.07.2022 15:00","7830","6933"
"04.07.2022 15:00 - 04.07.2022 16:00","7774","6916"
"04.07.2022 16:00 - 04.07.2022 17:00","7670","6793"
"04.07.2022 17:00 - 04.07.2022 18:00","7495","6709"
"04.07.2022 18:00 - 04.07.2022 19:00","7247","6518"
"04.07.2022 19:00 - 04.07.2022 20:00","7164","6394"
"04.07.2022 20:00 - 04.07.2022 21:00","6978","6185"
"04.07.2022 21:00 - 04.07.2022 22:00","6812","6147"
"04.07.2022 22:00 - 04.07.2022 23:00","6521","5929"
"04.07.2022 23:00 - 05.07.2022 00:00","6089","5512"
"05.07.2022 00:00 - 05.07.2022 01:00","4853","5129"
"05.07.2022 01:00 - 05.07.2022 02:00","4767","5001"
"05.07.2022 02:00 - 05.07.2022 03:00","4813","4920"
"05.07.2022 03:00 - 05.07.2022 04:00","4805","4939"
"05.07.2022 04:00 - 05.07.2022 05:00","4677","4927"
"05.07.2022 05:00 - 05.07.2022 06:00","4665","4813"
"05.07.2022 06:00 - 05.07.2022 07:00","5275","5080"
"05.07.2022 07:00 - 05.07.2022 08:00","5673","5428"
"05.07.2022 08:00 - 05.07.2022 09:00","6078","5786"
"05.07.2022 09:00 - 05.07.2022 10:00","6392","6176"
"05.07.2022 10:00 - 05.07.2022 11:00","6623","6422"
"05.07.2022 11:00 - 05.07.2022 12:00","6796","6611"
"05.07.2022 12:00 - 05.07.2022 13:00","6743","6540"
"05.07.2022 13:00 - 05.07.2022 14:00","6669","6427"
"05.07.2022 14:00 - 05.07.2022 15:00","6510","6318"
"05.07.2022 15:00 - 05.07.2022 16:00","6506","6268"
"05.07.2022 16:00 - 05.07.2022 17:00","6412","6203"
"05.07.2022 17:00 - 05.07.2022 18:00","6201","6052"
"05.07.2022 18:00 - 05.07.2022 19:00","6088","5923"
"05.07.2022 19:00 - 05.07.2022 20:00","6048","5830"
"05.07.2022 20:00 - 05.07.2022 21:00","5904","5672"
"05.07.2022 21:00 - 05.07.2022 22:00","5855","5657"
"05.07.2022 22:00 - 05.07.2022 23:00","5756","5604"
"05.07.2022 23:00 - 06.07.2022 00:00","5395","5292"
"06.07.2022 00:00 - 06.07.2022 01:00","4692","4938"
"06.07.2022 01:00 - 06.07.2022 02:00","4580","4828"
"06.07.2022 02:00 - 06.07.2022 03:00","4592","4781"
"06.07.2022 03:00 - 06.07.2022 04:00","4604","4783"
"06.07.2022 04:00 - 06.07.2022 05:00","4514","4761"
"06.07.2022 05:00 - 06.07.2022 06:00","4443","4699"
"06.07.2022 06:00 - 06.07.2022 07:00","4829","4987"
"06.07.2022 07:00 - 06.07.2022 08:00","5285","5378"
"06.07.2022 08:00 - 06.07.2022 09:00","5721","5786"
"06.07.2022 09:00 - 06.07.2022 10:00","6062","6103"
"06.07.2022 10:00 - 06.07.2022 11:00","6303","6389"
"06.07.2022 11:00 - 06.07.2022 12:00","6465","6590"
"06.07.2022 12:00 - 06.07.2022 13:00","6392","6539"
"06.07.2022 13:00 - 06.07.2022 14:00","6337","6431"
"06.07.2022 14:00 - 06.07.2022 15:00","6204","6297"
"06.07.2022 15:00 - 06.07.2022 16:00","6211","6264"
"06.07.2022 16:00 - 06.07.2022 17:00","6171","6221"
"06.07.2022 17:00 - 06.07.2022 18:00","5997","6061"
"06.07.2022 18:00 - 06.07.2022 19:00","5953","5983"
"06.07.2022 19:00 - 06.07.2022 20:00","5921","6029"
"06.07.2022 20:00 - 06.07.2022 21:00","5810","5912"
"06.07.2022 21:00 - 06.07.2022 22:00","5819","5943"
"06.07.2022 22:00 - 06.07.2022 23:00","5777","5886"
"06.07.2022 23:00 - 07.07.2022 00:00","5437","5547"
"07.07.2022 00:00 - 07.07.2022 01:00","5216","5348"
"07.07.2022 01:00 - 07.07.2022 02:00","5202","5314"
"07.07.2022 02:00 - 07.07.2022 03:00","5055","5134"
"07.07.2022 03:00 - 07.07.2022 04:00","4957","5053"
"07.07.2022 04:00 - 07.07.2022 05:00","5007","5055"
"07.07.2022 05:00 - 07.07.2022 06:00","5338","5306"
"07.07.2022 06:00 - 07.07.2022 07:00","6307","6122"
"07.07.2022 07:00 - 07.07.2022 08:00","6858","6659"
